slice,mask
250_264.nii.gz,mask_230.nii.gz
250_265.nii.gz,mask_762.nii.gz
250_266.nii.gz,mask_563.nii.gz
250_267.nii.gz,mask_32.nii.gz
250_268.nii.gz,mask_843.nii.gz
250_269.nii.gz,mask_160.nii.gz
250_270.nii.gz,mask_551.nii.gz
250_271.nii.gz,mask_398.nii.gz
250_272.nii.gz,mask_375.nii.gz
250_273.nii.gz,mask_145.nii.gz
250_274.nii.gz,mask_690.nii.gz
250_275.nii.gz,mask_977.nii.gz
250_276.nii.gz,mask_806.nii.gz
250_277.nii.gz,mask_693.nii.gz
250_278.nii.gz,mask_298.nii.gz
250_279.nii.gz,mask_351.nii.gz
250_280.nii.gz,mask_508.nii.gz
250_281.nii.gz,mask_610.nii.gz
250_282.nii.gz,mask_28.nii.gz
250_283.nii.gz,mask_403.nii.gz
250_284.nii.gz,mask_548.nii.gz
250_285.nii.gz,mask_185.nii.gz
250_286.nii.gz,mask_865.nii.gz
250_287.nii.gz,mask_959.nii.gz
250_288.nii.gz,mask_575.nii.gz
250_289.nii.gz,mask_707.nii.gz
250_290.nii.gz,mask_570.nii.gz
250_291.nii.gz,mask_363.nii.gz
250_292.nii.gz,mask_748.nii.gz
250_293.nii.gz,mask_942.nii.gz
250_294.nii.gz,mask_17.nii.gz
250_295.nii.gz,mask_328.nii.gz
250_296.nii.gz,mask_241.nii.gz
250_297.nii.gz,mask_953.nii.gz
250_298.nii.gz,mask_811.nii.gz
250_299.nii.gz,mask_104.nii.gz
250_300.nii.gz,mask_59.nii.gz
250_301.nii.gz,mask_510.nii.gz
250_302.nii.gz,mask_173.nii.gz
250_303.nii.gz,mask_140.nii.gz
250_304.nii.gz,mask_844.nii.gz
250_305.nii.gz,mask_986.nii.gz
250_306.nii.gz,mask_653.nii.gz
250_307.nii.gz,mask_962.nii.gz
250_308.nii.gz,mask_451.nii.gz
250_309.nii.gz,mask_76.nii.gz
250_310.nii.gz,mask_220.nii.gz
250_311.nii.gz,mask_934.nii.gz
250_312.nii.gz,mask_924.nii.gz
250_313.nii.gz,mask_63.nii.gz
250_314.nii.gz,mask_120.nii.gz
250_315.nii.gz,mask_648.nii.gz
250_316.nii.gz,mask_191.nii.gz
250_317.nii.gz,mask_914.nii.gz
250_318.nii.gz,mask_819.nii.gz
250_319.nii.gz,mask_884.nii.gz
250_320.nii.gz,mask_923.nii.gz
250_321.nii.gz,mask_978.nii.gz
250_322.nii.gz,mask_35.nii.gz
250_323.nii.gz,mask_415.nii.gz
250_324.nii.gz,mask_475.nii.gz
250_325.nii.gz,mask_735.nii.gz
250_326.nii.gz,mask_625.nii.gz
250_327.nii.gz,mask_279.nii.gz
250_328.nii.gz,mask_861.nii.gz
250_329.nii.gz,mask_27.nii.gz
250_330.nii.gz,mask_15.nii.gz
250_331.nii.gz,mask_301.nii.gz
250_332.nii.gz,mask_348.nii.gz
250_333.nii.gz,mask_188.nii.gz
250_334.nii.gz,mask_540.nii.gz
250_335.nii.gz,mask_392.nii.gz
250_336.nii.gz,mask_807.nii.gz
250_337.nii.gz,mask_915.nii.gz
250_338.nii.gz,mask_490.nii.gz
250_339.nii.gz,mask_318.nii.gz
250_340.nii.gz,mask_405.nii.gz
250_341.nii.gz,mask_855.nii.gz
250_342.nii.gz,mask_503.nii.gz
250_343.nii.gz,mask_951.nii.gz
250_344.nii.gz,mask_208.nii.gz
250_345.nii.gz,mask_206.nii.gz
250_346.nii.gz,mask_467.nii.gz
250_347.nii.gz,mask_961.nii.gz
250_348.nii.gz,mask_125.nii.gz
250_349.nii.gz,mask_835.nii.gz
250_350.nii.gz,mask_566.nii.gz
250_351.nii.gz,mask_547.nii.gz
250_352.nii.gz,mask_404.nii.gz
250_353.nii.gz,mask_189.nii.gz
250_354.nii.gz,mask_991.nii.gz
250_355.nii.gz,mask_598.nii.gz
250_356.nii.gz,mask_915.nii.gz
250_357.nii.gz,mask_221.nii.gz
250_358.nii.gz,mask_548.nii.gz
250_359.nii.gz,mask_589.nii.gz
250_360.nii.gz,mask_160.nii.gz
250_361.nii.gz,mask_722.nii.gz
250_362.nii.gz,mask_537.nii.gz
250_363.nii.gz,mask_681.nii.gz
250_364.nii.gz,mask_373.nii.gz
250_365.nii.gz,mask_63.nii.gz
250_366.nii.gz,mask_484.nii.gz
250_367.nii.gz,mask_25.nii.gz
250_368.nii.gz,mask_631.nii.gz
250_369.nii.gz,mask_180.nii.gz
250_370.nii.gz,mask_972.nii.gz
250_371.nii.gz,mask_312.nii.gz
250_372.nii.gz,mask_589.nii.gz
250_373.nii.gz,mask_391.nii.gz
250_374.nii.gz,mask_640.nii.gz
250_375.nii.gz,mask_695.nii.gz
250_376.nii.gz,mask_513.nii.gz
250_377.nii.gz,mask_54.nii.gz
250_378.nii.gz,mask_240.nii.gz
250_379.nii.gz,mask_608.nii.gz
250_380.nii.gz,mask_938.nii.gz
250_381.nii.gz,mask_320.nii.gz
250_382.nii.gz,mask_382.nii.gz
250_383.nii.gz,mask_628.nii.gz
250_384.nii.gz,mask_781.nii.gz
250_385.nii.gz,mask_355.nii.gz
250_386.nii.gz,mask_574.nii.gz
250_387.nii.gz,mask_691.nii.gz
250_388.nii.gz,mask_91.nii.gz
250_389.nii.gz,mask_505.nii.gz
250_390.nii.gz,mask_837.nii.gz
250_391.nii.gz,mask_903.nii.gz
250_392.nii.gz,mask_78.nii.gz
250_393.nii.gz,mask_307.nii.gz
250_394.nii.gz,mask_683.nii.gz
250_395.nii.gz,mask_726.nii.gz
250_396.nii.gz,mask_236.nii.gz
250_397.nii.gz,mask_240.nii.gz
250_398.nii.gz,mask_650.nii.gz
250_399.nii.gz,mask_99.nii.gz
250_400.nii.gz,mask_438.nii.gz
250_401.nii.gz,mask_248.nii.gz
250_402.nii.gz,mask_599.nii.gz
250_403.nii.gz,mask_152.nii.gz
250_404.nii.gz,mask_709.nii.gz
250_405.nii.gz,mask_136.nii.gz
250_406.nii.gz,mask_637.nii.gz
250_407.nii.gz,mask_887.nii.gz
250_408.nii.gz,mask_288.nii.gz
250_409.nii.gz,mask_915.nii.gz
250_410.nii.gz,mask_232.nii.gz
250_411.nii.gz,mask_919.nii.gz
250_412.nii.gz,mask_539.nii.gz
250_413.nii.gz,mask_563.nii.gz
250_414.nii.gz,mask_643.nii.gz
250_415.nii.gz,mask_41.nii.gz
250_416.nii.gz,mask_917.nii.gz
250_417.nii.gz,mask_544.nii.gz
250_418.nii.gz,mask_227.nii.gz
250_419.nii.gz,mask_633.nii.gz
250_420.nii.gz,mask_90.nii.gz
250_421.nii.gz,mask_326.nii.gz
250_422.nii.gz,mask_283.nii.gz
250_423.nii.gz,mask_336.nii.gz
250_424.nii.gz,mask_577.nii.gz
250_425.nii.gz,mask_912.nii.gz
250_426.nii.gz,mask_41.nii.gz
250_427.nii.gz,mask_820.nii.gz
250_428.nii.gz,mask_161.nii.gz
250_429.nii.gz,mask_23.nii.gz
250_430.nii.gz,mask_376.nii.gz
250_431.nii.gz,mask_644.nii.gz
250_432.nii.gz,mask_83.nii.gz
250_433.nii.gz,mask_15.nii.gz
250_434.nii.gz,mask_232.nii.gz
250_435.nii.gz,mask_841.nii.gz
250_436.nii.gz,mask_66.nii.gz
250_437.nii.gz,mask_223.nii.gz
250_438.nii.gz,mask_486.nii.gz
250_439.nii.gz,mask_475.nii.gz
250_440.nii.gz,mask_122.nii.gz
250_441.nii.gz,mask_171.nii.gz
250_442.nii.gz,mask_76.nii.gz
250_443.nii.gz,mask_412.nii.gz
250_444.nii.gz,mask_361.nii.gz
250_445.nii.gz,mask_64.nii.gz
250_446.nii.gz,mask_850.nii.gz
250_447.nii.gz,mask_656.nii.gz
250_448.nii.gz,mask_34.nii.gz
250_449.nii.gz,mask_633.nii.gz
250_450.nii.gz,mask_693.nii.gz
250_451.nii.gz,mask_670.nii.gz
250_452.nii.gz,mask_998.nii.gz
250_453.nii.gz,mask_645.nii.gz
250_454.nii.gz,mask_838.nii.gz
250_455.nii.gz,mask_111.nii.gz
250_456.nii.gz,mask_627.nii.gz
250_457.nii.gz,mask_354.nii.gz
250_458.nii.gz,mask_553.nii.gz
250_459.nii.gz,mask_310.nii.gz
250_460.nii.gz,mask_172.nii.gz
250_461.nii.gz,mask_672.nii.gz
250_462.nii.gz,mask_779.nii.gz
250_463.nii.gz,mask_228.nii.gz
250_464.nii.gz,mask_663.nii.gz
250_465.nii.gz,mask_725.nii.gz
250_466.nii.gz,mask_378.nii.gz
250_467.nii.gz,mask_834.nii.gz
250_468.nii.gz,mask_727.nii.gz
250_469.nii.gz,mask_460.nii.gz
250_470.nii.gz,mask_841.nii.gz
250_471.nii.gz,mask_153.nii.gz
250_472.nii.gz,mask_683.nii.gz
250_473.nii.gz,mask_387.nii.gz
250_474.nii.gz,mask_456.nii.gz
250_475.nii.gz,mask_952.nii.gz
250_476.nii.gz,mask_82.nii.gz
250_477.nii.gz,mask_153.nii.gz
250_478.nii.gz,mask_997.nii.gz
250_479.nii.gz,mask_535.nii.gz
250_480.nii.gz,mask_114.nii.gz
250_481.nii.gz,mask_147.nii.gz
250_482.nii.gz,mask_428.nii.gz
250_483.nii.gz,mask_755.nii.gz
250_484.nii.gz,mask_233.nii.gz
250_485.nii.gz,mask_435.nii.gz
250_486.nii.gz,mask_508.nii.gz
250_487.nii.gz,mask_397.nii.gz
250_488.nii.gz,mask_382.nii.gz
250_489.nii.gz,mask_216.nii.gz
250_490.nii.gz,mask_433.nii.gz
250_491.nii.gz,mask_538.nii.gz
250_492.nii.gz,mask_523.nii.gz
250_493.nii.gz,mask_957.nii.gz
250_494.nii.gz,mask_353.nii.gz
250_495.nii.gz,mask_279.nii.gz
250_496.nii.gz,mask_599.nii.gz
250_497.nii.gz,mask_504.nii.gz
250_498.nii.gz,mask_2.nii.gz
250_499.nii.gz,mask_908.nii.gz
250_500.nii.gz,mask_404.nii.gz
250_501.nii.gz,mask_789.nii.gz
250_502.nii.gz,mask_52.nii.gz
250_503.nii.gz,mask_766.nii.gz
250_504.nii.gz,mask_135.nii.gz
250_505.nii.gz,mask_591.nii.gz
250_506.nii.gz,mask_522.nii.gz
250_507.nii.gz,mask_910.nii.gz
250_508.nii.gz,mask_810.nii.gz
250_509.nii.gz,mask_885.nii.gz
250_510.nii.gz,mask_896.nii.gz
250_511.nii.gz,mask_150.nii.gz
250_512.nii.gz,mask_689.nii.gz
250_513.nii.gz,mask_438.nii.gz
250_514.nii.gz,mask_823.nii.gz
250_515.nii.gz,mask_987.nii.gz
250_516.nii.gz,mask_951.nii.gz
250_517.nii.gz,mask_591.nii.gz
250_518.nii.gz,mask_594.nii.gz
250_519.nii.gz,mask_809.nii.gz
250_520.nii.gz,mask_688.nii.gz
250_521.nii.gz,mask_481.nii.gz
250_522.nii.gz,mask_690.nii.gz
250_523.nii.gz,mask_233.nii.gz
250_524.nii.gz,mask_92.nii.gz
250_525.nii.gz,mask_973.nii.gz
250_526.nii.gz,mask_135.nii.gz
250_527.nii.gz,mask_404.nii.gz
250_528.nii.gz,mask_658.nii.gz
250_529.nii.gz,mask_196.nii.gz
250_530.nii.gz,mask_340.nii.gz
250_531.nii.gz,mask_578.nii.gz
250_532.nii.gz,mask_405.nii.gz
250_533.nii.gz,mask_275.nii.gz
250_534.nii.gz,mask_663.nii.gz
250_535.nii.gz,mask_556.nii.gz
250_536.nii.gz,mask_193.nii.gz
250_537.nii.gz,mask_88.nii.gz
250_538.nii.gz,mask_523.nii.gz
250_539.nii.gz,mask_784.nii.gz
250_540.nii.gz,mask_372.nii.gz
250_541.nii.gz,mask_607.nii.gz
250_542.nii.gz,mask_502.nii.gz
250_543.nii.gz,mask_354.nii.gz
250_544.nii.gz,mask_197.nii.gz
250_545.nii.gz,mask_951.nii.gz
250_546.nii.gz,mask_407.nii.gz
250_547.nii.gz,mask_658.nii.gz
250_548.nii.gz,mask_773.nii.gz
250_549.nii.gz,mask_159.nii.gz
250_550.nii.gz,mask_963.nii.gz
250_551.nii.gz,mask_577.nii.gz
250_552.nii.gz,mask_785.nii.gz
250_553.nii.gz,mask_347.nii.gz
250_554.nii.gz,mask_334.nii.gz
250_555.nii.gz,mask_818.nii.gz
250_556.nii.gz,mask_243.nii.gz
250_557.nii.gz,mask_211.nii.gz
250_558.nii.gz,mask_193.nii.gz
250_559.nii.gz,mask_207.nii.gz
250_560.nii.gz,mask_404.nii.gz
250_561.nii.gz,mask_743.nii.gz
250_562.nii.gz,mask_654.nii.gz
250_563.nii.gz,mask_416.nii.gz
250_564.nii.gz,mask_972.nii.gz
250_565.nii.gz,mask_797.nii.gz
250_566.nii.gz,mask_803.nii.gz
250_567.nii.gz,mask_488.nii.gz
250_568.nii.gz,mask_836.nii.gz
250_569.nii.gz,mask_619.nii.gz
250_570.nii.gz,mask_934.nii.gz
250_571.nii.gz,mask_356.nii.gz
250_572.nii.gz,mask_705.nii.gz
250_573.nii.gz,mask_32.nii.gz
250_574.nii.gz,mask_374.nii.gz
250_575.nii.gz,mask_641.nii.gz
250_576.nii.gz,mask_356.nii.gz
250_577.nii.gz,mask_690.nii.gz
250_578.nii.gz,mask_759.nii.gz
250_579.nii.gz,mask_832.nii.gz
250_580.nii.gz,mask_976.nii.gz
250_581.nii.gz,mask_657.nii.gz
250_582.nii.gz,mask_700.nii.gz
250_583.nii.gz,mask_871.nii.gz
250_584.nii.gz,mask_491.nii.gz
250_585.nii.gz,mask_450.nii.gz
250_586.nii.gz,mask_84.nii.gz
250_587.nii.gz,mask_158.nii.gz
250_588.nii.gz,mask_70.nii.gz
250_589.nii.gz,mask_140.nii.gz
250_590.nii.gz,mask_938.nii.gz
250_591.nii.gz,mask_362.nii.gz
250_592.nii.gz,mask_225.nii.gz
250_593.nii.gz,mask_597.nii.gz
250_594.nii.gz,mask_46.nii.gz
250_595.nii.gz,mask_243.nii.gz
250_596.nii.gz,mask_764.nii.gz
250_597.nii.gz,mask_675.nii.gz
250_598.nii.gz,mask_455.nii.gz
250_599.nii.gz,mask_555.nii.gz
250_600.nii.gz,mask_9.nii.gz
250_601.nii.gz,mask_207.nii.gz
250_602.nii.gz,mask_416.nii.gz
250_603.nii.gz,mask_858.nii.gz
250_604.nii.gz,mask_899.nii.gz
250_605.nii.gz,mask_814.nii.gz
250_606.nii.gz,mask_127.nii.gz
250_607.nii.gz,mask_301.nii.gz
250_608.nii.gz,mask_435.nii.gz
250_609.nii.gz,mask_225.nii.gz
250_610.nii.gz,mask_494.nii.gz
250_611.nii.gz,mask_234.nii.gz
250_612.nii.gz,mask_214.nii.gz
250_613.nii.gz,mask_588.nii.gz
250_614.nii.gz,mask_752.nii.gz
250_615.nii.gz,mask_533.nii.gz
250_616.nii.gz,mask_372.nii.gz
250_617.nii.gz,mask_871.nii.gz
250_618.nii.gz,mask_338.nii.gz
250_619.nii.gz,mask_390.nii.gz
250_620.nii.gz,mask_77.nii.gz
250_621.nii.gz,mask_409.nii.gz
250_622.nii.gz,mask_82.nii.gz
250_623.nii.gz,mask_606.nii.gz
250_624.nii.gz,mask_47.nii.gz
250_625.nii.gz,mask_203.nii.gz
250_626.nii.gz,mask_416.nii.gz
250_627.nii.gz,mask_239.nii.gz
250_628.nii.gz,mask_762.nii.gz
250_629.nii.gz,mask_479.nii.gz
250_630.nii.gz,mask_623.nii.gz
250_631.nii.gz,mask_252.nii.gz
250_632.nii.gz,mask_83.nii.gz
250_633.nii.gz,mask_830.nii.gz
250_634.nii.gz,mask_447.nii.gz
250_635.nii.gz,mask_648.nii.gz
250_636.nii.gz,mask_231.nii.gz
250_637.nii.gz,mask_109.nii.gz
250_638.nii.gz,mask_902.nii.gz
250_639.nii.gz,mask_412.nii.gz
250_640.nii.gz,mask_981.nii.gz
250_641.nii.gz,mask_532.nii.gz
250_642.nii.gz,mask_968.nii.gz
250_643.nii.gz,mask_806.nii.gz
250_644.nii.gz,mask_561.nii.gz
250_645.nii.gz,mask_252.nii.gz
250_646.nii.gz,mask_656.nii.gz
250_647.nii.gz,mask_630.nii.gz
250_648.nii.gz,mask_283.nii.gz
250_649.nii.gz,mask_998.nii.gz
250_650.nii.gz,mask_373.nii.gz
250_651.nii.gz,mask_130.nii.gz
250_652.nii.gz,mask_541.nii.gz
250_653.nii.gz,mask_286.nii.gz
250_654.nii.gz,mask_314.nii.gz
250_655.nii.gz,mask_770.nii.gz
250_656.nii.gz,mask_772.nii.gz
250_657.nii.gz,mask_726.nii.gz
250_658.nii.gz,mask_697.nii.gz
250_659.nii.gz,mask_843.nii.gz
250_660.nii.gz,mask_77.nii.gz
250_661.nii.gz,mask_798.nii.gz
250_662.nii.gz,mask_177.nii.gz
250_663.nii.gz,mask_491.nii.gz
250_664.nii.gz,mask_988.nii.gz
250_665.nii.gz,mask_765.nii.gz
250_666.nii.gz,mask_345.nii.gz
250_667.nii.gz,mask_856.nii.gz
250_668.nii.gz,mask_468.nii.gz
250_669.nii.gz,mask_812.nii.gz
250_670.nii.gz,mask_33.nii.gz
250_671.nii.gz,mask_596.nii.gz
250_672.nii.gz,mask_798.nii.gz
250_673.nii.gz,mask_499.nii.gz
250_674.nii.gz,mask_958.nii.gz
250_675.nii.gz,mask_427.nii.gz
250_676.nii.gz,mask_271.nii.gz
250_677.nii.gz,mask_777.nii.gz
250_678.nii.gz,mask_751.nii.gz
250_679.nii.gz,mask_826.nii.gz
250_680.nii.gz,mask_845.nii.gz
250_681.nii.gz,mask_15.nii.gz
250_682.nii.gz,mask_62.nii.gz
250_683.nii.gz,mask_153.nii.gz
250_684.nii.gz,mask_651.nii.gz
250_685.nii.gz,mask_203.nii.gz
250_686.nii.gz,mask_915.nii.gz
250_687.nii.gz,mask_725.nii.gz
250_688.nii.gz,mask_680.nii.gz
250_689.nii.gz,mask_494.nii.gz
250_690.nii.gz,mask_89.nii.gz
250_691.nii.gz,mask_509.nii.gz
250_692.nii.gz,mask_454.nii.gz
250_693.nii.gz,mask_338.nii.gz
250_694.nii.gz,mask_737.nii.gz
250_695.nii.gz,mask_265.nii.gz
250_696.nii.gz,mask_935.nii.gz
250_697.nii.gz,mask_981.nii.gz
250_698.nii.gz,mask_391.nii.gz
250_699.nii.gz,mask_891.nii.gz
250_700.nii.gz,mask_16.nii.gz
250_701.nii.gz,mask_800.nii.gz
250_702.nii.gz,mask_262.nii.gz
250_703.nii.gz,mask_513.nii.gz
250_704.nii.gz,mask_399.nii.gz
250_705.nii.gz,mask_376.nii.gz
250_706.nii.gz,mask_756.nii.gz
250_707.nii.gz,mask_387.nii.gz
250_708.nii.gz,mask_259.nii.gz
250_709.nii.gz,mask_921.nii.gz
250_710.nii.gz,mask_648.nii.gz
250_711.nii.gz,mask_954.nii.gz
250_712.nii.gz,mask_260.nii.gz
250_713.nii.gz,mask_360.nii.gz
250_714.nii.gz,mask_528.nii.gz
250_715.nii.gz,mask_164.nii.gz
250_716.nii.gz,mask_657.nii.gz
250_717.nii.gz,mask_701.nii.gz
250_718.nii.gz,mask_861.nii.gz
250_719.nii.gz,mask_759.nii.gz
250_720.nii.gz,mask_109.nii.gz
250_721.nii.gz,mask_695.nii.gz
250_722.nii.gz,mask_549.nii.gz
250_723.nii.gz,mask_770.nii.gz
250_724.nii.gz,mask_240.nii.gz
250_725.nii.gz,mask_392.nii.gz
250_726.nii.gz,mask_133.nii.gz
250_727.nii.gz,mask_759.nii.gz
250_728.nii.gz,mask_990.nii.gz
250_729.nii.gz,mask_439.nii.gz
250_730.nii.gz,mask_756.nii.gz
250_731.nii.gz,mask_993.nii.gz
250_732.nii.gz,mask_699.nii.gz
250_733.nii.gz,mask_505.nii.gz
250_734.nii.gz,mask_258.nii.gz
250_735.nii.gz,mask_646.nii.gz
250_736.nii.gz,mask_371.nii.gz
250_737.nii.gz,mask_718.nii.gz
250_738.nii.gz,mask_958.nii.gz
250_739.nii.gz,mask_302.nii.gz
250_740.nii.gz,mask_802.nii.gz
250_741.nii.gz,mask_584.nii.gz
250_742.nii.gz,mask_742.nii.gz
250_743.nii.gz,mask_105.nii.gz
250_744.nii.gz,mask_61.nii.gz
250_745.nii.gz,mask_453.nii.gz
250_746.nii.gz,mask_841.nii.gz
250_747.nii.gz,mask_445.nii.gz
250_748.nii.gz,mask_503.nii.gz
250_749.nii.gz,mask_476.nii.gz
250_750.nii.gz,mask_515.nii.gz
250_751.nii.gz,mask_389.nii.gz
250_752.nii.gz,mask_718.nii.gz
250_753.nii.gz,mask_454.nii.gz
250_754.nii.gz,mask_966.nii.gz
250_755.nii.gz,mask_959.nii.gz
250_756.nii.gz,mask_249.nii.gz
250_757.nii.gz,mask_566.nii.gz
250_758.nii.gz,mask_301.nii.gz
250_759.nii.gz,mask_955.nii.gz
250_760.nii.gz,mask_505.nii.gz
250_761.nii.gz,mask_755.nii.gz
250_762.nii.gz,mask_730.nii.gz
250_763.nii.gz,mask_310.nii.gz
250_764.nii.gz,mask_912.nii.gz
250_765.nii.gz,mask_989.nii.gz
250_766.nii.gz,mask_378.nii.gz
250_767.nii.gz,mask_199.nii.gz
250_768.nii.gz,mask_2.nii.gz
250_769.nii.gz,mask_2.nii.gz
250_770.nii.gz,mask_32.nii.gz
250_771.nii.gz,mask_362.nii.gz
250_772.nii.gz,mask_754.nii.gz
250_773.nii.gz,mask_980.nii.gz
250_774.nii.gz,mask_443.nii.gz
250_775.nii.gz,mask_67.nii.gz
250_776.nii.gz,mask_815.nii.gz
250_777.nii.gz,mask_332.nii.gz
250_778.nii.gz,mask_31.nii.gz
250_779.nii.gz,mask_4.nii.gz
250_780.nii.gz,mask_431.nii.gz
250_781.nii.gz,mask_982.nii.gz
250_782.nii.gz,mask_255.nii.gz
250_783.nii.gz,mask_6.nii.gz
250_784.nii.gz,mask_120.nii.gz
250_785.nii.gz,mask_538.nii.gz
250_786.nii.gz,mask_790.nii.gz
250_787.nii.gz,mask_21.nii.gz
250_788.nii.gz,mask_480.nii.gz
250_789.nii.gz,mask_874.nii.gz
250_790.nii.gz,mask_629.nii.gz
250_791.nii.gz,mask_80.nii.gz
250_792.nii.gz,mask_663.nii.gz
250_793.nii.gz,mask_444.nii.gz
250_794.nii.gz,mask_336.nii.gz
250_795.nii.gz,mask_95.nii.gz
250_796.nii.gz,mask_691.nii.gz
250_797.nii.gz,mask_581.nii.gz
250_798.nii.gz,mask_23.nii.gz
250_799.nii.gz,mask_687.nii.gz
250_800.nii.gz,mask_918.nii.gz
250_801.nii.gz,mask_925.nii.gz
250_802.nii.gz,mask_258.nii.gz
250_803.nii.gz,mask_387.nii.gz
250_804.nii.gz,mask_982.nii.gz
250_805.nii.gz,mask_313.nii.gz
250_806.nii.gz,mask_316.nii.gz
250_807.nii.gz,mask_281.nii.gz
250_808.nii.gz,mask_874.nii.gz
250_809.nii.gz,mask_940.nii.gz
250_810.nii.gz,mask_848.nii.gz
250_811.nii.gz,mask_534.nii.gz
250_812.nii.gz,mask_9.nii.gz
250_813.nii.gz,mask_596.nii.gz
250_814.nii.gz,mask_993.nii.gz
250_815.nii.gz,mask_87.nii.gz
250_816.nii.gz,mask_399.nii.gz
250_817.nii.gz,mask_167.nii.gz
250_818.nii.gz,mask_152.nii.gz
250_819.nii.gz,mask_897.nii.gz
250_820.nii.gz,mask_911.nii.gz
250_821.nii.gz,mask_846.nii.gz
250_822.nii.gz,mask_494.nii.gz
250_823.nii.gz,mask_689.nii.gz
250_824.nii.gz,mask_275.nii.gz
250_825.nii.gz,mask_618.nii.gz
250_826.nii.gz,mask_642.nii.gz
250_827.nii.gz,mask_900.nii.gz
250_828.nii.gz,mask_20.nii.gz
250_829.nii.gz,mask_733.nii.gz
250_830.nii.gz,mask_731.nii.gz
250_831.nii.gz,mask_860.nii.gz
250_832.nii.gz,mask_947.nii.gz
250_833.nii.gz,mask_202.nii.gz
250_834.nii.gz,mask_47.nii.gz
250_835.nii.gz,mask_824.nii.gz
250_836.nii.gz,mask_978.nii.gz
250_837.nii.gz,mask_133.nii.gz
250_838.nii.gz,mask_257.nii.gz
250_839.nii.gz,mask_131.nii.gz
250_840.nii.gz,mask_386.nii.gz
250_841.nii.gz,mask_938.nii.gz
250_842.nii.gz,mask_204.nii.gz
250_843.nii.gz,mask_57.nii.gz
250_844.nii.gz,mask_715.nii.gz
250_845.nii.gz,mask_1.nii.gz
250_846.nii.gz,mask_687.nii.gz
250_847.nii.gz,mask_364.nii.gz
250_848.nii.gz,mask_825.nii.gz
250_849.nii.gz,mask_275.nii.gz
250_850.nii.gz,mask_491.nii.gz
250_851.nii.gz,mask_776.nii.gz
250_852.nii.gz,mask_651.nii.gz
250_853.nii.gz,mask_496.nii.gz
250_854.nii.gz,mask_832.nii.gz
250_855.nii.gz,mask_64.nii.gz
250_856.nii.gz,mask_329.nii.gz
250_857.nii.gz,mask_402.nii.gz
250_858.nii.gz,mask_997.nii.gz
250_859.nii.gz,mask_368.nii.gz
250_860.nii.gz,mask_893.nii.gz
250_861.nii.gz,mask_635.nii.gz
250_862.nii.gz,mask_506.nii.gz
250_863.nii.gz,mask_420.nii.gz
250_864.nii.gz,mask_610.nii.gz
250_865.nii.gz,mask_666.nii.gz
250_866.nii.gz,mask_382.nii.gz
250_867.nii.gz,mask_848.nii.gz
250_868.nii.gz,mask_704.nii.gz
250_869.nii.gz,mask_329.nii.gz
250_870.nii.gz,mask_35.nii.gz
250_871.nii.gz,mask_760.nii.gz
250_872.nii.gz,mask_210.nii.gz
250_873.nii.gz,mask_776.nii.gz
250_874.nii.gz,mask_969.nii.gz
250_875.nii.gz,mask_588.nii.gz
250_876.nii.gz,mask_735.nii.gz
250_877.nii.gz,mask_799.nii.gz
250_878.nii.gz,mask_615.nii.gz
250_879.nii.gz,mask_61.nii.gz
250_880.nii.gz,mask_158.nii.gz
250_881.nii.gz,mask_285.nii.gz
250_882.nii.gz,mask_785.nii.gz
250_883.nii.gz,mask_246.nii.gz
250_884.nii.gz,mask_19.nii.gz
250_885.nii.gz,mask_308.nii.gz
250_886.nii.gz,mask_541.nii.gz
250_887.nii.gz,mask_750.nii.gz
250_888.nii.gz,mask_344.nii.gz
250_889.nii.gz,mask_205.nii.gz
250_890.nii.gz,mask_206.nii.gz
250_891.nii.gz,mask_545.nii.gz
250_892.nii.gz,mask_475.nii.gz
250_893.nii.gz,mask_749.nii.gz
250_894.nii.gz,mask_179.nii.gz
250_895.nii.gz,mask_423.nii.gz
250_896.nii.gz,mask_148.nii.gz
250_897.nii.gz,mask_455.nii.gz
250_898.nii.gz,mask_264.nii.gz
250_899.nii.gz,mask_713.nii.gz
250_900.nii.gz,mask_507.nii.gz
250_901.nii.gz,mask_81.nii.gz
250_902.nii.gz,mask_87.nii.gz
250_903.nii.gz,mask_489.nii.gz
250_904.nii.gz,mask_373.nii.gz
250_905.nii.gz,mask_517.nii.gz
250_906.nii.gz,mask_865.nii.gz
250_907.nii.gz,mask_24.nii.gz
250_908.nii.gz,mask_231.nii.gz
250_909.nii.gz,mask_43.nii.gz
250_910.nii.gz,mask_238.nii.gz
250_911.nii.gz,mask_585.nii.gz
250_912.nii.gz,mask_869.nii.gz
250_913.nii.gz,mask_169.nii.gz
250_914.nii.gz,mask_102.nii.gz
250_915.nii.gz,mask_205.nii.gz
250_916.nii.gz,mask_184.nii.gz
250_917.nii.gz,mask_131.nii.gz
250_918.nii.gz,mask_576.nii.gz
250_919.nii.gz,mask_801.nii.gz
250_920.nii.gz,mask_586.nii.gz
250_921.nii.gz,mask_242.nii.gz
250_922.nii.gz,mask_654.nii.gz
250_923.nii.gz,mask_30.nii.gz
250_924.nii.gz,mask_398.nii.gz
250_925.nii.gz,mask_482.nii.gz
250_926.nii.gz,mask_233.nii.gz
250_927.nii.gz,mask_230.nii.gz
250_928.nii.gz,mask_746.nii.gz
250_929.nii.gz,mask_446.nii.gz
